gene_id	gene_name	chr	tss	gene_expr_log2_mean
ENSG00000255150.1	EID3	chr12	104697516	0.028569
ENSG00000229770.1	CTA-796E4.4	chr22	26559130	0.000000
ENSG00000182218.5	HHIPL1	chr14	100111446	0.000000
ENSG00000049883.10	PTCD2	chr5	71616193	3.659925
ENSG00000259490.2	IGHV3OR15-7	chr15	20193324	0.000000
ENSG00000201555.1	Y_RNA	chr6	31746632	0.000000
ENSG00000153443.8	UBALD1	chr16	4661474	2.883621
ENSG00000270933.1	CTD-2227E11.1	chr7	25988973	0.000000
ENSG00000227817.4	ARHGAP42P1	chr2	132088380	0.000000
ENSG00000186074.14	CD300LF	chr17	72701344	0.000000
ENSG00000267699.2	RP11-729L2.2	chr18	48494388	1.790772
ENSG00000168079.12	SCARA5	chr8	27845082	0.000000
ENSG00000245694.4	CRNDE	chr16	54954478	0.622930
ENSG00000184305.10	CCSER1	chr4	91048685	0.028569
ENSG00000172349.12	IL16	chr15	81451915	5.159468
ENSG00000211676.2	IGLJ2	chr22	23241660	0.000000
ENSG00000086200.12	IPO11	chr5	61699798	3.310340
ENSG00000091664.7	SLC17A6	chr11	22359642	0.000000
ENSG00000225588.2	AC096669.1	chr2	107978737	0.000000
ENSG00000122557.5	HERPUD2	chr7	35708152	1.286881
ENSG00000252804.1	RNU6-958P	chr2	43635445	0.000000
ENSG00000245385.2	RP11-334E6.10	chr11	119207969	0.000000
ENSG00000151923.13	TIAL1	chr10	121336676	3.726831
ENSG00000240499.3	RP5-1101C3.1	chr7	121968522	0.000000
ENSG00000204025.2	TRPC5OS	chrX	111125124	0.000000
ENSG00000188379.5	IFNA2	chr9	21385346	0.111031
ENSG00000252616.1	AC079140.1	chr4	218003	0.000000
ENSG00000215921.1	AL731568.1	chr10	77583486	0.000000
ENSG00000162819.7	BROX	chr1	222885894	2.690316
ENSG00000114933.11	INO80D	chr2	206927918	0.111031
ENSG00000242670.1	RP11-601I15.1	chr4	55087292	0.000000
ENSG00000224046.1	AC005076.5	chr7	86781548	0.028569
ENSG00000080845.13	DLGAP4	chr20	34894257	0.378512
ENSG00000213750.4	KB-1683C8.1	chr8	98637257	0.000000
ENSG00000062524.11	LTK	chr15	41800384	0.163499
ENSG00000268908.1	VN1R92P	chr19	23627063	0.000000
ENSG00000248964.2	RP11-94H18.1	chr8	29685970	0.000000
ENSG00000168291.8	PDHB	chr3	58419494	7.590662
ENSG00000273213.1	RP5-998N21.10	chr1	149400490	0.000000
ENSG00000255413.1	RP11-436P7.2	chr8	13599317	0.000000
ENSG00000266465.1	AC025165.1	chr12	58168051	0.000000
ENSG00000088448.10	ANKRD10	chr13	111545379	4.058316
ENSG00000271035.1	CTD-2269E23.3	chr5	28898331	0.000000
ENSG00000168630.3	SPINT5P	chr20	44378558	0.000000
ENSG00000249199.1	CTD-2139B15.5	chr5	17375636	0.000000
ENSG00000229951.1	AC104695.3	chr2	28617489	0.000000
ENSG00000000457.9	SCYL3	chr1	169857979	2.411426
ENSG00000235079.1	ZRANB2-AS1	chr1	71514537	0.000000
ENSG00000222274.1	AC018690.1	chr2	100136564	0.000000
ENSG00000239748.2	RN7SL795P	chr18	68179962	0.000000
ENSG00000216115.1	AC017083.1	chr2	68457057	0.000000
ENSG00000258943.1	RP11-696D21.2	chr14	63766215	0.000000
ENSG00000132470.9	ITGB4	chr17	73717407	0.000000
ENSG00000202129.1	RNY5P1	chr1	35893444	0.000000
ENSG00000270947.1	AC025811.3	chr19	22638789	0.000000
ENSG00000212490.1	SNORA26	chr4	53614303	0.000000
ENSG00000169519.15	METTL15	chr11	28129794	3.634593
ENSG00000165275.5	TRMT10B	chr9	37753803	0.000000
ENSG00000214020.3	FTLP4	chr9	30935482	0.000000
ENSG00000249876.1	CTC-563A5.4	chr5	179367082	0.000000
ENSG00000229645.4	LINC00341	chr14	95875926	0.000000
ENSG00000211865.1	TRAJ24	chr14	22988946	0.000000
ENSG00000231723.1	AC018880.2	chr2	104240087	0.000000
ENSG00000202522.1	Y_RNA	chr11	72477048	0.000000
ENSG00000271776.1	RP11-52L5.6	chr13	79170263	0.000000
ENSG00000252872.1	RNU7-188P	chr7	96007168	0.000000
ENSG00000203942.3	C10orf62	chr10	99349449	0.000000
ENSG00000270748.1	IGKV2OR2-1	chr2	97712324	0.000000
ENSG00000259837.1	RP11-672L10.1	chr18	927944	0.000000
ENSG00000236283.1	AC013463.2	chr2	165848493	0.000000
ENSG00000259922.1	RP11-322D14.1	chr16	57047962	0.000000
ENSG00000173762.3	CD7	chr17	80275376	0.378512
ENSG00000204514.5	ZNF814	chr19	58368607	1.978196
ENSG00000259185.1	RP11-56B16.4	chr15	52201789	0.000000
ENSG00000226701.1	RP11-570G20.1	chr10	73949698	0.056584
ENSG00000237266.1	AC010729.3	chr2	5952678	0.000000
ENSG00000225472.1	RP11-120J1.1	chr9	14317083	0.000000
ENSG00000089041.12	P2RX7	chr12	121570621	1.454176
ENSG00000259863.1	SH3RF3-AS1	chr2	109745336	0.000000
ENSG00000203965.8	EFCAB7	chr1	63989042	0.378512
ENSG00000254962.1	OR4A14P	chr11	55245026	0.000000
ENSG00000204293.2	OR8B2	chr11	124253208	0.000000
ENSG00000197536.6	C5orf56	chr5	131746327	2.726831
ENSG00000115956.9	PLEK	chr2	68592304	5.169123
ENSG00000270500.1	RP11-618N24.3	chr15	36864185	0.000000
ENSG00000232825.1	RP5-896L10.1	chr1	99469831	0.000000
ENSG00000258458.1	CTD-2555K7.2	chr14	23235689	1.807355
ENSG00000225448.1	AC009477.7	chr2	131938892	0.000000
ENSG00000023734.6	STRAP	chr12	16035324	4.767655
ENSG00000232415.1	CTB-51J22.1	chr7	73476564	0.000000
ENSG00000058272.11	PPP1R12A	chr12	80174475	5.077243
ENSG00000254914.1	CTD-2537L20.1	chr11	42961324	0.000000
ENSG00000259410.1	RP11-34F13.3	chr15	68125062	0.000000
ENSG00000249915.3	PDCD6	chr5	271735	5.856488
ENSG00000227741.1	RP11-536C5.7	chr1	160178633	0.000000
ENSG00000265478.1	CTD-2145A24.3	chr17	18714203	0.000000
ENSG00000232252.1	RP11-30L8.1	chr13	86634947	0.000000
ENSG00000266756.1	MIR5680	chr8	103137659	0.000000
ENSG00000236252.2	RP11-15J10.8	chr9	70116816	0.000000
ENSG00000223192.1	Y_RNA	chr3	57685499	0.000000
ENSG00000148377.5	IDI2	chr10	1071755	0.000000
ENSG00000268182.1	SMIM17	chr19	57154512	0.000000
ENSG00000137504.9	CREBZF	chr11	85374853	2.545968
ENSG00000203971.1	RP13-379L11.2	chr20	56534666	0.000000
ENSG00000125686.7	MED1	chr17	37587439	4.846995
ENSG00000225066.1	RP1-272E8.1	chrX	17951468	0.000000
ENSG00000143575.10	HAX1	chr1	154244986	3.823749
ENSG00000226818.1	SLC6A6P1	chr21	20616859	0.000000
ENSG00000264130.1	AC110794.1	chr4	176959289	0.000000
ENSG00000224357.1	ATG3P1	chr20	37958517	0.000000
ENSG00000142684.7	ZNF593	chr1	26496361	0.985500
ENSG00000260737.1	RP11-18F14.1	chr16	80602745	0.000000
ENSG00000179528.11	LBX2	chr2	74726793	0.000000
ENSG00000200755.1	RNA5SP68	chr1	173938524	0.000000
ENSG00000172348.10	RCAN2	chr6	46293355	0.000000
ENSG00000214837.4	RP11-261C10.3	chr1	243245377	0.084064
ENSG00000211563.2	MIR338	chr17	79099676	0.000000
ENSG00000268723.1	CTC-444N24.9	chr19	57828880	0.000000
ENSG00000166136.11	NDUFB8	chr10	102286305	5.636335
ENSG00000206069.4	TMEM211	chr22	25335301	0.000000
ENSG00000241571.2	ATP5A1P7	chr9	46998212	0.000000
ENSG00000252309.1	AL391416.1	chr6	84077424	0.000000
ENSG00000223986.1	RP11-528A4.3	chr3	193483469	0.000000
ENSG00000265273.1	PGDP1	chr18	29542140	0.000000
ENSG00000227467.3	RP11-169D4.1	chr11	72281703	0.000000
ENSG00000219575.1	RP1-288M22.1	chr6	72261296	0.000000
ENSG00000103365.11	GGA2	chr16	23478684	4.035624
ENSG00000108292.12	MLLT6	chr17	36861794	0.378512
ENSG00000018610.9	CXorf56	chrX	118676680	1.713696
ENSG00000252582.1	SNORA31	chr9	133896643	0.000000
ENSG00000008516.12	MMP25	chr16	3096681	0.000000
ENSG00000231465.2	RP11-542K23.9	chr9	125233636	0.000000
ENSG00000237943.2	PRKCQ-AS1	chr10	6622380	0.400538
ENSG00000200741.1	RNA5SP161	chr4	56963555	0.000000
ENSG00000243864.1	RPS3AP50	chr19	33831591	0.000000
ENSG00000197734.4	C14orf178	chr14	78227172	0.000000
ENSG00000212359.1	RNU6-550P	chr4	121731623	0.000000
ENSG00000266368.1	RP11-1096G20.5	chr17	11880861	0.056584
ENSG00000230273.1	AC087163.3	chr17	17884836	0.000000
ENSG00000231956.1	HNRNPA1P9	chr7	87150776	0.000000
ENSG00000181798.2	LINC00471	chr2	232379000	0.137504
ENSG00000231366.1	RP11-399N22.3	chr10	72554229	0.000000
ENSG00000254749.1	OR5BD1P	chr11	57713836	0.000000
ENSG00000227922.1	SPTLC1P5	chr13	78233547	0.000000
ENSG00000207558.1	MIR487A	chr14	101518782	0.000000
ENSG00000254109.1	RBPMS-AS1	chr8	30242229	0.000000
ENSG00000092098.12	RNF31	chr14	24615891	2.327687
ENSG00000142945.8	KIF2C	chr1	45205489	5.578939
ENSG00000263146.2	RP11-849I19.1	chr18	76737833	0.000000
ENSG00000199325.1	RNU4-39P	chr11	66382511	0.000000
ENSG00000261612.1	SUB1P3	chr16	4613079	0.000000
ENSG00000273027.1	LL21NC02-1C16.1	chr21	46349977	0.000000
ENSG00000207598.1	MIR124-3	chr20	61809851	0.000000
ENSG00000216168.1	AC100832.1	chr17	57066265	0.000000
ENSG00000248710.1	RP11-432B6.3	chr3	160167567	1.632268
ENSG00000225014.1	KCTD9P1	chr17	20015136	0.028569
ENSG00000259405.1	ISCA1P4	chr15	41241017	0.000000
ENSG00000265616.1	AC136932.2	chr16	33945971	0.000000
ENSG00000166130.10	IKBIP	chr12	99038682	0.263034
ENSG00000258784.1	RP11-813I20.2	chr14	56214925	0.000000
ENSG00000250576.1	CTD-2154B17.1	chr5	10777124	0.000000
ENSG00000252065.1	RNU6-864P	chr14	29451566	0.000000
ENSG00000251348.1	HSPD1P11	chr5	95104702	0.000000
ENSG00000203268.3	AL445199.1	chr10	134900087	0.000000
ENSG00000254156.1	MTND6P20	chr8	47750409	0.000000
ENSG00000231245.2	C1DP1	chr10	32800615	0.000000
ENSG00000213977.3	TAX1BP3	chr17	3571926	0.056584
ENSG00000211574.1	MIR770	chr14	101318726	0.000000
ENSG00000138190.12	EXOC6	chr10	94590934	2.839960
ENSG00000224396.1	METTL15P3	chrX	22453714	0.000000
ENSG00000186393.5	KRT26	chr17	38928364	0.000000
ENSG00000271890.1	OR10AE1P	chr1	159552388	0.000000
ENSG00000223960.2	AC009948.5	chr2	179278665	4.177918
ENSG00000232134.1	RPS15AP12	chr1	220317643	0.000000
ENSG00000203615.2	AC069200.1	chr4	56277263	0.000000
ENSG00000266627.1	RN7SL202P	chr19	3920454	0.000000
ENSG00000230417.6	LINC00856	chr10	80008504	0.000000
ENSG00000269973.1	RP11-95D17.1	chr2	10076488	0.000000
ENSG00000213711.3	PHBP7	chr9	88513817	0.000000
ENSG00000223956.1	RP4-710M16.2	chr1	56880634	0.000000
ENSG00000169032.5	MAP2K1	chr15	66679154	0.505891
ENSG00000172346.10	CSDC2	chr22	41956766	0.000000
ENSG00000108578.10	BLMH	chr17	28577251	2.722466
ENSG00000261729.1	GS1-204I12.4	chr1	185624133	0.000000
ENSG00000250959.2	GLUD1P3	chr10	75490319	0.985500
ENSG00000170264.8	FAM161A	chr2	62063569	1.454176
ENSG00000232337.1	AC009313.2	chr2	161907007	0.000000
ENSG00000267042.1	CTD-3193K9.4	chr17	40831980	0.263034
ENSG00000237719.1	RP1-179N16.3	chr6	36060373	0.000000
ENSG00000239068.1	snoU13	chr4	53376178	0.000000
ENSG00000203601.3	LINC00970	chr1	169056193	0.000000
ENSG00000112584.9	FAM120B	chr6	170599790	1.632268
ENSG00000235730.1	OR2AF1P	chrX	130753022	0.000000
ENSG00000174233.7	ADCY6	chr12	49167757	0.000000
ENSG00000251898.1	SCARNA11	chr12	6690725	0.000000
ENSG00000116918.9	TSNAX	chr1	231664398	4.412782
ENSG00000149100.8	EIF3M	chr11	32605343	7.884354
ENSG00000170955.9	PRKCDBP	chr11	6341242	0.000000
ENSG00000227475.1	RP11-810B23.1	chr10	36378267	0.000000
ENSG00000239544.1	RP11-109N23.1	chr14	73430666	0.000000
ENSG00000133794.13	ARNTL	chr11	13298198	2.875780
ENSG00000226160.1	LA16c-17H1.3	chr22	16886055	0.000000
ENSG00000268310.1	AC087645.1	chr17	76220690	0.000000
ENSG00000169213.6	RAB3B	chr1	52456386	0.000000
ENSG00000266780.1	MIR4444-1	chr3	75263626	0.000000
ENSG00000235335.2	AC016723.4	chr2	168726374	0.000000
ENSG00000234640.1	RP11-264E18.1	chr10	130118428	0.000000
ENSG00000232805.1	NIP7P1	chr10	94867090	0.000000
ENSG00000237705.1	AC008937.2	chr5	56157941	0.000000
ENSG00000258955.1	LINC00519	chr14	51795054	0.000000
ENSG00000135077.4	HAVCR2	chr5	156534244	3.855990
ENSG00000221747.1	AC118282.2	chr4	49200031	0.000000
ENSG00000179082.3	C9orf106	chr9	132083294	0.000000
ENSG00000116984.8	MTR	chr1	236958609	1.782409
ENSG00000261347.1	AP000439.5	chr11	69282365	0.000000
ENSG00000266758.1	MIR3680-2	chr16	29610536	0.000000
ENSG00000267444.1	RP11-813F20.1	chr18	47176719	0.000000
ENSG00000157570.7	TSPAN18	chr11	44748014	0.137504
ENSG00000256678.1	RP11-611O2.2	chr12	69199209	0.000000
ENSG00000232560.2	C21orf37	chr21	18811207	0.000000
ENSG00000266692.1	snoZ6	chr21	45857003	0.000000
ENSG00000201164.1	RNU4-36P	chr16	68569417	0.000000
ENSG00000066279.12	ASPM	chr1	197104225	4.177918
ENSG00000124557.8	BTN1A1	chr6	26501448	0.000000
ENSG00000188937.5	NYX	chrX	41306686	0.000000
ENSG00000259745.1	RP11-809H16.3	chr15	69314568	0.000000
ENSG00000265626.1	AC139085.2	chr18	74471772	0.000000
ENSG00000226816.2	AC005082.12	chr7	23245631	0.000000
ENSG00000108588.9	CCDC47	chr17	61838847	4.153805
ENSG00000265010.1	RP11-661C3.2	chr17	71239231	0.000000
ENSG00000236008.1	AC011747.4	chr2	8717040	0.000000
ENSG00000199024.1	MIR103A2	chr20	3898140	0.000000
ENSG00000260672.1	RP11-1006G14.1	chr15	72908150	0.000000
ENSG00000162722.8	TRIM58	chr1	248020500	0.000000
ENSG00000265767.1	MIR4745	chr19	804939	0.000000
ENSG00000251215.1	GOLGA5P1	chr5	39170387	0.000000
ENSG00000231551.2	RP11-495P10.1	chr1	147887349	0.000000
ENSG00000200855.1	Y_RNA	chr11	107955639	0.000000
ENSG00000227018.1	IL6STP1	chr17	15686601	0.000000
ENSG00000270058.1	RP11-514D23.3	chr16	86256285	0.000000
ENSG00000252953.1	RNU6-232P	chr3	125107777	0.000000
ENSG00000225962.1	RP11-459A10.2	chrX	6299635	0.000000
ENSG00000258423.1	OR7E105P	chr14	52223713	0.000000
ENSG00000056487.11	PHF21B	chr22	45364913	0.000000
ENSG00000266180.1	MIR4282	chr6	73677426	0.000000
ENSG00000251209.3	LINC00923	chr15	98417185	0.000000
ENSG00000201157.1	SNORA62	chr8	18837128	0.000000
ENSG00000227469.1	RBM22P8	chrX	52501635	0.000000
ENSG00000228953.1	AC006026.12	chr7	23695300	0.000000
ENSG00000269415.1	NPCDR1	chr3	59957568	0.000000
ENSG00000253115.1	RP11-6I2.4	chr8	75015750	0.000000
ENSG00000258861.1	MIR381HG	chr14	101511493	0.000000
ENSG00000265777.1	RN7SL624P	chr17	2103055	0.000000
ENSG00000253980.1	CTB-4E7.1	chr5	156651355	0.000000
ENSG00000242925.1	PLCH1-AS2	chr3	155203591	0.000000
ENSG00000236195.1	RNMTL1P2	chr7	18001701	0.000000
ENSG00000202357.1	Y_RNA	chr19	11519447	0.000000
ENSG00000260674.2	RP11-591L14.2	chr15	80035652	0.000000
ENSG00000124103.8	FAM209A	chr20	55092242	0.000000
ENSG00000253792.1	CTC-436K13.5	chr5	157603380	0.000000
ENSG00000251543.1	RP11-60A8.2	chr5	72633732	0.000000
ENSG00000110455.9	ACCS	chr11	44087474	1.475085
ENSG00000198182.8	ZNF607	chr19	38209976	0.137504
ENSG00000249478.1	CTB-49A3.5	chr5	132579455	0.000000
ENSG00000236919.3	RP11-347H15.6	chr11	50206882	0.000000
ENSG00000263189.1	RP11-618P13.1	chr17	52030296	0.000000
ENSG00000246705.3	H2AFJ	chr12	14927269	2.709291
ENSG00000228943.1	RP5-1053E7.2	chr1	28436249	0.000000
ENSG00000102805.9	CLN5	chr13	77564794	0.238787
ENSG00000238767.1	snoU13	chr15	59682406	0.000000
ENSG00000263355.1	AKR1B10P2	chr18	66123187	0.000000
ENSG00000251553.1	CTC-463N11.1	chr5	98015105	0.000000
ENSG00000102910.9	LONP2	chr16	48278206	4.087463
ENSG00000179397.13	C1orf101	chr1	244617678	0.056584
ENSG00000256731.1	AL591069.1	chr6	160824665	0.000000
ENSG00000100225.13	FBXO7	chr22	32870662	2.505891
ENSG00000265618.1	CTB-96E2.7	chr17	26689831	0.000000
ENSG00000223027.1	SNORA57	chr10	27077945	0.000000
ENSG00000233040.2	FAM204BP	chr1	197716531	0.000000
ENSG00000232891.1	RP11-136K14.1	chr6	150921969	0.000000
ENSG00000243725.2	TTC4	chr1	55181494	4.360364
ENSG00000230042.1	AK3P3	chr7	23168796	0.000000
ENSG00000235379.1	RPL7P31	chr7	34750368	0.000000
ENSG00000199470.1	SNORA64	chr7	12740464	0.000000
ENSG00000267380.1	RP11-697E22.3	chr17	36009161	0.000000
ENSG00000221697.1	MIR1275	chr6	33967778	0.000000
ENSG00000270683.1	RP11-477G9.1	chr9	25937909	0.000000
ENSG00000259957.2	RP11-491F9.8	chr16	49328796	0.000000
ENSG00000228665.2	RP11-20O24.1	chr1	109572688	0.000000
ENSG00000248532.2	RP11-241F15.5	chr4	49525824	0.000000
ENSG00000255833.1	TIFAB	chr5	134788039	0.000000
ENSG00000259750.1	RP11-356M20.2	chr15	59694153	0.000000
ENSG00000231604.2	RP5-897D18.1	chr20	55305452	0.000000
ENSG00000201811.1	SNORA71	chr20	37070678	0.000000
ENSG00000271115.1	RP11-443I9.1	chr2	57276421	0.000000
ENSG00000167196.9	FBXO22	chr15	76196199	4.617063
ENSG00000114902.9	SPCS1	chr3	52738970	3.063503
ENSG00000199460.2	RNU6-1216P	chr2	69410008	0.000000
ENSG00000272668.1	RP11-190A12.8	chr1	159836743	0.000000
ENSG00000212451.1	RNU11-4P	chr8	127683766	0.000000
ENSG00000106304.11	SPAM1	chr7	123565285	0.000000
ENSG00000204839.4	MROH6	chr8	144649231	0.163499
ENSG00000206658.1	RNU6-1039P	chr9	113131928	0.000000
ENSG00000236069.1	RP5-1011O1.3	chr1	192498708	0.000000
ENSG00000196176.7	HIST1H4A	chr6	26021906	0.000000
ENSG00000234613.1	RP5-1158E12.1	chrX	45776425	0.000000
ENSG00000259363.1	CTD-2054N24.2	chr15	100347227	0.000000
ENSG00000106952.3	TNFSF8	chr9	117666538	0.000000
ENSG00000108813.9	DLX4	chr17	48046333	0.000000
ENSG00000251027.1	CTC-254B4.1	chr5	106316520	0.000000
ENSG00000237717.1	RP11-402P6.4	chrX	70964677	0.000000
ENSG00000215269.5	GAGE12G	chrX	49335036	0.000000
ENSG00000006042.7	TMEM98	chr17	31254927	0.000000
ENSG00000250855.1	RP11-269F21.1	chr4	112723956	0.000000
ENSG00000188384.3	CSPG4P8	chr15	82751613	0.000000
ENSG00000171199.5	PROL1	chr4	71263598	0.000000
ENSG00000201145.1	RNA5SP175	chr4	190938850	0.000000
ENSG00000255437.1	RP11-510I21.1	chr8	13880881	0.000000
ENSG00000261474.1	RP11-452L6.1	chr16	31464764	0.028569
ENSG00000251396.2	RP11-163N6.2	chr8	61325763	0.000000
ENSG00000102119.6	EMD	chrX	153607556	2.269033
ENSG00000236892.1	RP11-482E14.2	chr10	3578999	0.000000
ENSG00000178997.7	EXD1	chr15	41482518	0.000000
ENSG00000113522.9	RAD50	chr5	131891710	2.207893
ENSG00000232518.1	AC074366.3	chr2	38898513	0.000000
ENSG00000239190.1	RNU6-717P	chr12	133814974	0.000000
ENSG00000253421.1	ZNHIT1P1	chr8	143939769	0.000000
ENSG00000206970.1	RNU6-474P	chr2	204646759	0.000000
ENSG00000102048.11	ASB9	chrX	15272858	0.765535
ENSG00000070785.12	EIF2B3	chr1	45341289	4.832890
ENSG00000004838.9	ZMYND10	chr3	50379829	0.000000
ENSG00000251374.1	RPS23P5	chr5	81561028	0.000000
ENSG00000138413.9	IDH1	chr2	209104989	5.541639
ENSG00000251192.3	ZNF674	chrX	46383003	0.505891
ENSG00000228888.1	RP4-764O22.2	chr20	7234799	0.000000
ENSG00000068793.13	CYFIP1	chr15	22892004	2.263034
ENSG00000269110.1	CTC-513N18.7	chr19	20844339	0.084064
ENSG00000267918.1	AL117190.2	chr14	101295487	0.000000
ENSG00000222012.1	AC005481.5	chr7	157406714	0.000000
ENSG00000188992.7	LIPI	chr21	15561374	0.000000
ENSG00000254037.2	RP11-775B15.3	chr8	120492965	0.000000
ENSG00000267499.1	CTD-3194G12.1	chr17	35041202	0.000000
ENSG00000227288.3	RP5-837I24.1	chr1	81967478	0.000000
ENSG00000216809.1	RP11-57K17.1	chr6	118776105	0.000000
ENSG00000204860.4	FAM201A	chr9	38620470	0.000000
ENSG00000221492.1	AL162430.1	chr1	51656554	0.000000
ENSG00000020256.15	ZFP64	chr20	50714976	3.480265
ENSG00000226440.3	RP11-506B6.6	chr6	112557293	0.000000
ENSG00000230679.1	ENO1-AS1	chr1	8938893	0.163499
ENSG00000213908.3	CYP2A7P1	chr19	41533565	0.000000
ENSG00000074219.9	TEAD2	chr19	49860508	0.000000
ENSG00000259630.2	CTD-2262B20.1	chr15	85958458	0.000000
ENSG00000253712.1	RP11-697M17.2	chr8	76088841	0.000000
ENSG00000227986.1	TRIM60P18	chr7	63815455	0.000000
ENSG00000251235.2	RP11-156N15.1	chr5	75672499	0.000000
ENSG00000267922.1	AC007193.6	chr19	46604379	0.000000
ENSG00000253048.1	RNU4-60P	chr19	42977026	0.000000
ENSG00000223374.1	AC005104.3	chr2	242292469	0.000000
ENSG00000272447.1	RP11-182L21.6	chr10	81585657	0.000000
ENSG00000239810.2	WI2-3308P17.2	chr1	13052948	0.000000
ENSG00000237416.2	RP11-465K1.2	chr1	95320932	0.000000
ENSG00000236312.3	RPL34P34	chr19	22551704	0.000000
ENSG00000211666.2	IGLV2-14	chr22	23101188	0.000000
ENSG00000253728.1	RP11-706C16.5	chr8	143916154	0.000000
ENSG00000256378.1	RP11-993B23.1	chr12	28088632	0.000000
ENSG00000186881.2	OR13F1	chr9	107266454	0.000000
ENSG00000170624.9	SGCD	chr5	155297353	0.000000
ENSG00000239164.1	RNU7-184P	chr12	103507815	0.000000
ENSG00000113460.8	BRIX1	chr5	34915480	3.632268
ENSG00000248409.1	KB-1269D1.8	chr22	23734957	0.000000
ENSG00000174460.3	ZCCHC12	chrX	117957752	0.000000
ENSG00000196966.3	HIST1H3E	chr6	26225382	0.000000
ENSG00000249111.1	RP11-622J8.1	chr4	60018551	0.000000
ENSG00000207191.1	SNORD116-5	chr15	25307479	0.000000
ENSG00000175329.8	ISX	chr22	35462128	0.000000
ENSG00000066455.8	GOLGA5	chr14	93260575	3.384050
ENSG00000108651.5	UTP6	chr17	30195081	3.871844
ENSG00000252480.1	RNU6-719P	chr7	39807939	0.000000
ENSG00000258968.2	RP11-829H16.5	chr14	31487651	0.000000
ENSG00000250237.1	CTC-498J12.1	chr5	68339598	0.000000
ENSG00000001461.12	NIPAL3	chr1	24742283	3.017922
ENSG00000250561.2	OR7E59P	chr7	6920207	0.000000
ENSG00000206802.1	RNU6-926P	chr21	27563025	0.000000
ENSG00000256342.1	RP3-446N13.1	chr12	126580537	0.000000
ENSG00000165678.15	GHITM	chr10	85899195	0.422233
ENSG00000203819.6	HIST2H2BC	chr1	149822289	0.000000
ENSG00000253603.1	CTA-397H3.3	chr8	56987150	0.056584
ENSG00000264897.1	MIR3921	chr3	99683192	0.000000
ENSG00000127054.14	CPSF3L	chr1	1248030	0.316027
ENSG00000233456.1	LINC01077	chr13	49147403	0.000000
ENSG00000056998.14	GYG2	chrX	2746828	0.000000
ENSG00000263708.2	RP11-85B7.4	chr17	9186490	0.000000
ENSG00000099937.6	SERPIND1	chr22	21128166	0.000000
ENSG00000228751.1	AC004022.8	chr7	94979475	0.000000
ENSG00000248588.1	CTC-458G6.4	chr5	92161961	0.000000
ENSG00000241673.1	RPS27P12	chr3	128937143	0.000000
ENSG00000112514.11	CUTA	chr6	33385270	6.717813
ENSG00000253580.1	RP11-790J24.2	chr8	109664601	0.000000
ENSG00000179344.12	HLA-DQB1	chr6	32628167	6.773205
ENSG00000258065.1	RP11-30H9.1	chr14	29327857	0.000000
ENSG00000172301.6	COPRS	chr17	30185900	0.485427
ENSG00000229833.5	PET100	chr19	7694622	3.378512
ENSG00000212510.1	RNU6-972P	chrX	135856157	0.000000
ENSG00000251713.1	AL050321.1	chr20	18150583	0.000000
ENSG00000238525.1	snoU13	chr3	101220998	0.000000
ENSG00000268108.1	CTB-60B18.12	chr19	49563869	0.000000
ENSG00000271911.1	RP11-532F6.5	chr6	761674	0.000000
ENSG00000092445.7	TYRO3	chr15	41849872	0.000000
ENSG00000216017.2	AL139429.1	chr20	19570781	0.000000
ENSG00000252615.1	Y_RNA	chr6	151699184	0.000000
ENSG00000172340.10	SUCLG2	chr3	67578596	4.403268
ENSG00000222457.1	RNU6-121P	chr1	154270125	0.000000
ENSG00000225514.1	MTND1P34	chr1	47631542	0.000000
ENSG00000135423.8	GLS2	chr12	56866206	0.111031
ENSG00000249620.1	RP11-321E2.10	chr5	17512297	0.000000
ENSG00000213406.3	ANXA2P1	chr4	154229819	0.000000
ENSG00000257604.1	RP11-359M6.2	chr12	79894417	0.000000
ENSG00000255509.2	RP11-445F12.1	chr17	35293871	0.000000
ENSG00000271195.1	RP11-162I7.2	chr15	61966965	0.000000
ENSG00000207069.1	Y_RNA	chr2	25231765	0.000000
ENSG00000171105.9	INSR	chr19	7123119	0.111031
ENSG00000228019.1	RP11-166O4.4	chr7	66773293	0.000000
ENSG00000227792.1	RP13-210D15.6	chrX	134370739	0.000000
ENSG00000175229.6	GAL3ST3	chr11	65812996	0.000000
ENSG00000136160.10	EDNRB	chr13	78492895	0.000000
ENSG00000271036.1	CLPTM1LP1	chr1	189005525	0.000000
ENSG00000250668.1	CTD-2296D1.2	chr5	7348040	0.000000
ENSG00000258417.2	OC90	chr8	133071587	0.000000
ENSG00000215267.4	AKR1C7P	chr10	5327838	0.000000
ENSG00000238464.1	snoU13	chr6	74103686	0.000000
ENSG00000266168.1	MIR3147	chr7	57472730	0.000000
ENSG00000272755.1	RP11-326G21.1	chr1	145018394	0.000000
ENSG00000223692.1	DIP2A-IT1	chr21	47882383	0.000000
ENSG00000269050.1	CTC-360G5.6	chr19	39360798	0.000000
ENSG00000189090.7	FAM25B	chr10	47180345	0.000000
ENSG00000216116.1	AC117479.1	chr3	79633784	0.000000
